#StationName  TWD97 - 250000 meters					WGS84(latitude,longitude)
雙和活動中心	57341.188040868474,2766162.5435355878	25.002391,121.568077
中正三路406巷	32853.955960336541,2758643.0177509743	24.9352313,121.3253086
邱厝巷	32391.86309312212,2758798.2718986953	24.9366429,121.3207368
邱厝巷	-42180.345645728339,2641862.5170983896	23.880607,120.5858006
邱厝巷	32283.003693478815,2758930.8308432009	24.937842,121.319662
鄭厝巷	33535.298809306412,2758480.3712827177	24.933748,121.332051
鄭厝巷口	114.02143332811585,2758542.302215138	24.934677,121.001129
二甲里辦公處	49829.756967645371,2769738.4568680134	25.03494,121.493793
二甲里高速公路橋	36761.162888312727,2759493.5303011555	24.9428205,121.3640184
國中街	34434.5716004913,2759282.9590915767	24.9409739,121.340975
國中街	-7021.3647223004036,2741840.6336952089	24.783869,120.9305612
國中街	-76020.985240317823,2564644.0478217672	23.1821207,120.2574352
文化路140號	47439.173090424971,2768799.09188233	25.0265362,121.4700716
文化路140號	35552.759585707347,2760391.126887056	24.950953,121.3520757
文化路140號	46965.670995894907,2767952.4020757335	25.018907,121.465351
文化路140號	24306.837897443012,2748039.5139860185	24.8396589,121.2404932
文化路140號	51743.691792927879,2767585.8433317458	25.015442,121.512678
文化路140號	25624.30973788421,2762979.3201660276	24.97452,121.253804
文化路140號	37425.152084867725,2758768.3862830494	24.9362575,121.3705737
文化路140號	75744.915832679369,2738473.8334893039	24.7516161,121.748883
文化路140號	-45993.924867237038,2623080.4160480383	23.710908,120.548939
文化路140號	55005.908206362183,2763926.2239496596	24.9822881,121.5448533
文化路140號	1693.3756396229574,2751566.0754190786	24.8716912,121.0167587
文化路140號	73940.477985549151,2783064.3337979554	25.1542538,121.7334246
文化路140號	73133.673422793872,2737743.7474195757	24.7451517,121.7230294
文化路140號	-71115.321399104039,2607875.5057244431	23.5727037,120.303313
文化路140號	-29338.691740395203,2689244.6593042752	24.3087247,120.7109423
文化路140號	-33000.266895066372,2644967.6865623407	23.9088615,120.6758753
文化路140號	-84045.617921726458,2562598.722234488	23.163263,120.17917
文化路140號	-57907.647735099388,2600917.6427626559	23.5104026,120.432967
文化路214號	47090.101747079745,2768102.7958609844	25.0202609,121.466589
文化路214號	51481.39033983933,2767741.5768026332	25.0168569,121.510085
文化路214號	37189.519857321371,2758747.0773559124	24.9360709,121.36824
文化路214號	-45806.115493397694,2623106.1803457336	23.711146,120.55078
文化路214號	47501.519025904679,2768919.157191311	25.0276182,121.4706935
文化路214號	29222.65206556367,2752150.5203969041	24.8766887,121.2892164
文化路214號	-56232.622951314777,2597614.0014459672	23.4806304,120.4494922
文化路214號	1835.1566901666154,2751677.0861020614	24.8726933,121.018162
文化路214號	73940.477985549151,2783064.3337979554	25.1542538,121.7334246
文化路214號	75735.905877880621,2738702.5636717984	24.7536815,121.7488063
文化路214號	-71006.51498220826,2608082.9972845907	23.574582,120.304369
文化路214號	-29338.691740395203,2689244.6593042752	24.3087247,120.7109423
文化路214號	-47547.807103713581,2683624.0339104366	24.257529,120.531728
文化路214號	-33000.266895066372,2644967.6865623407	23.9088615,120.6758753
文化路214號	-44266.295204014925,2620455.7069590185	23.6872562,120.5659598
文化路254號	47559.315855651024,2769000.5164292273	25.0283509,121.471269
文化路254號	35614.338978646563,2760060.315238819	24.9479649,121.352677
文化路254號	29111.271928225426,2752098.8135243114	24.876224,121.288113
文化路254號	37077.8723968097,2758731.5010412321	24.935933,121.3671341
文化路254號	-45706.862207762664,2623117.6068691304	23.711252,120.551753
文化路254號	47091.791015371178,2768133.9268698776	25.0205419,121.4666068
文化路254號	51484.496607424007,2767718.0838532257	25.0166447,121.5101149
文化路254號	24333.36090163641,2748301.8414697549	24.8420269,121.2407602
文化路254號	1835.1566901666154,2751677.0861020614	24.8726933,121.018162
文化路254號	73940.477985549151,2783064.3337979554	25.1542538,121.7334246
文化路254號	75735.905877880621,2738702.5636717984	24.7536815,121.7488063
文化路254號	-29338.691740395203,2689244.6593042752	24.3087247,120.7109423
文化路254號	-47547.807103713581,2683624.0339104366	24.257529,120.531728
文化路254號	-33000.266895066372,2644967.6865623407	23.9088615,120.6758753
文化路254號	-84386.877193589884,2562605.300713948	23.163305,120.175837
文化路254號	-44266.295204014925,2620455.7069590185	23.6872562,120.5659598
文化路254號	-56282.134582889608,2597848.7708542747	23.4827486,120.4489987
三鶯路47號	36034.401892616988,2759418.9860304045	24.9421649,121.35682
文化路547號	35664.416117958608,2759986.9096964872	24.947301,121.353171
文化路547號	909.23583227454856,2760169.3769508335	24.9493667,121.009004
文化路547號	-44770.263010138704,2623448.8895123592	23.7142697,120.560928
文化路547號	48052.053161783209,2769659.437511045	25.0342841,121.4761744
文化路547號	47193.216401320213,2768354.8889151532	25.0225336,121.4676193
文化路547號	24729.841637081805,2749059.4402489965	24.8488605,121.2446965
文化路547號	-56711.686297942375,2598913.1879074611	23.4923451,120.4447533
文化路547號	-47551.254567087992,2683625.507447436	24.2575422,120.531694
文化路547號	-33107.033034086162,2645218.5979464953	23.9111249,120.674821
文化路417號	35655.625301511842,2760144.2812774661	24.948722,121.353088
文化路417號	47169.6760880943,2768353.30125442	25.02252,121.467386
文化路417號	47912.840898669223,2769492.3452921314	25.03278,121.4747891
文化路417號	29089.633762228714,2752082.0760309473	24.8760733,121.2878985
文化路417號	73523.297948437452,2782857.3725639386	25.1524059,121.7292757
文化路417號	-47551.254567087992,2683625.507447436	24.2575422,120.531694
文化路417號	-33107.033034086162,2645218.5979464953	23.9111249,120.674821
文化路417號	-84904.191154168439,2562570.5829857029	23.162965,120.170787
文化路417號	-45184.410757760386,2623276.9202402923	23.7127053,120.5568717
文化路417號	-56642.7911784137,2598770.4040787644	23.4910582,120.4454332
文化路351號	47708.279619413363,2769259.1315583745	25.030681,121.472754
文化路351號	35561.655155372093,2760438.2243022714	24.951378,121.352165
文化路351號	47084.939171331207,2768195.1567623159	25.0210949,121.466541
文化路351號	25341.066386999515,2763418.7420988232	24.978492,121.2510066
文化路351號	-46155.862930684925,2623109.8455108795	23.7111691,120.54735
文化路351號	73523.297948437452,2782857.3725639386	25.1524059,121.7292757
文化路351號	-47551.254567087992,2683625.507447436	24.2575422,120.531694
文化路351號	-32866.540852498139,2644661.1192417354	23.9060961,120.6771956
文化路351號	-84731.727620563455,2562574.5746586816	23.1630099,120.172471
文化路351號	-56302.150842309486,2597890.0225223233	23.4831204,120.4488012
鐵橋下站	35602.737406190157,2760639.3661041516	24.953193,121.352577
郵局站	46641.977616368771,2765441.2361173537	24.996246,121.462059
長庚醫院(分院)	36968.127022366483,2769111.9907034487	25.029653,121.366325
長庚醫院(總院)	37099.228816555245,2772674.2090376252	25.06181,121.36772
中山路249號	30977.404482325968,2764994.1942040096	24.992611,121.30687
中山路249號	50258.016016025482,2766120.8367065745	25.0022659,121.497905
中山路249號	22375.635653392939,2761019.1207604725	24.956874,121.221595
中山路249號	48174.684230392646,2767810.0651159757	25.017584,121.477325
中山路249號	36614.428091076581,2758872.1443687887	24.937214,121.362549
中山路249號	-35211.82743242602,2704431.7214102759	24.445727,120.652704
中山路249號	34937.145716713247,2761048.2533718045	24.9569,121.345996
中山路249號	51253.596498163985,2766716.5753033357	25.0076109,121.50779
中山路249號	8834.926634048803,2769607.5817161426	25.034553,121.087551
中山路249號	10724.53180825327,2762744.2344612656	24.972576,121.106223
中山路249號	-44545.690263187862,2681411.2639212096	24.237638,120.561362
中山路249號	-29684.533574580262,2680145.7592427512	24.2265629,120.7077229
中山路249號	-4162.583634182819,2651521.8003710308	23.968379,120.9590967
中山路249號	76689.812436188251,2729739.1552073476	24.672713,121.757747
中山路249號	77722.969210287672,2730018.2705508871	24.675181,121.76797
中山路249號	58143.9877277879,2652639.668276736	23.9774145,121.5713808
中山路249號	61901.996816606486,2652753.5732469056	23.978301,121.608314
中山路249號	85489.783279222291,2721251.8838591985	24.5956275,121.8441746
中山路249號	-35827.827937260721,2678721.5632733866	24.2135755,120.6472716
中山路249號	-3914.8520708805663,2743802.1605449654	24.80159,120.961278
中山路249號	76231.419240464515,2739643.5544045172	24.7621521,121.7537564
中山路249號	77594.676369595632,2735707.2284901543	24.726547,121.7670169
中山路249號	64196.930398310018,2790529.8578642877	25.2220966,121.6371327
中山路249號	-17877.145381413182,2717516.4450325049	24.5641641,120.823511
中山路249號	5175.6304598565484,2756221.9874863252	24.9137193,121.0512386
中山路249號	-32739.856790768277,2670807.6095816274	24.142186,120.677852
中山路249號	-46498.243640991823,2663090.2502725287	24.072159,120.542725
中山路249號	-3183.6107640269934,2651291.6729451404	23.9663033,120.968717
中山路249號	-47357.649329865118,2661636.3447705163	24.0590059,120.534321
中山路249號	-38179.89383290134,2666843.3146661948	24.1062691,120.6244294
三號公園土地公廟	11992.146330294525,2760113.6372101577	24.9488164,121.1187555
同慶里活動中心	52495.2260187541,2767638.8849522625	25.015895,121.520126
同慶里活動中心	50861.719604817787,2770171.3695781361	25.038814,121.504035
同慶里活動中心	33737.293122676543,2764469.7172649098	24.987817,121.334197
鶯歌國中	34809.199447988918,2760375.2634344543	24.950827,121.344712
建國路與鶯桃路口	54319.302663674025,2763657.32285721	24.9798852,121.5380419
永新巷口	18259.363070515265,2756482.7354421485	24.9159727,121.1807703
永新巷口	-86144.825115188083,2569196.8626653333	23.222733,120.158297
永新巷口	-72511.620486724656,2553213.6102280514	23.079063,120.292254
農會(永昌里)	32240.97368293137,2581755.7713559764	23.338081,121.315298
昌福國小	34269.956728240068,2760932.5832831524	24.9558709,121.3393858
182巷口	45217.198801648614,2785505.197576765	25.1774266,121.4486046
182巷口	46340.570164652585,2766243.6600566641	25.0034996,121.4591001
182巷口	46028.310238410442,2770832.6810412537	25.0449391,121.4561597
182巷口	42602.422449639875,2768256.83732347	25.0217845,121.4221289
182巷口	-3908.5216214458587,2743843.1616934268	24.8019602,120.9613405
182巷口	20674.444578952134,2756104.2752112527	24.9125249,121.2046742
182巷口	-3670.5682260444628,2743620.9030111451	24.7999541,120.9636947
182巷口	55484.207225370388,2754588.5717985742	24.89797,121.549217
182巷口	-8761.1120221744513,2732316.9737816434	24.6978739,120.9134153
182巷口	-4975.13465394385,2743660.1655770089	24.8003049,120.9507912
182巷口	-1382.2725860447465,2750830.8942701942	24.8650539,120.9863209
182巷口	46694.313968569943,2765427.7128909091	24.9961223,121.462577
182巷口	19711.763192037502,2773433.85128882	25.068995,121.195391
182巷口	-29531.776234449371,2680523.6912127477	24.2299782,120.7092192
182巷口	-35914.326332131539,2681533.9440214834	24.2389669,120.6463499
182巷口	-31142.546969703631,2648094.3270069803	23.937131,120.6940549
182巷口	-56038.645002892656,2595482.7652344289	23.4613925,120.4514707
182巷口	-37390.584462877894,2638131.4251717	23.8470363,120.6329289
182巷口	-46966.810366429272,2660002.1127383374	24.0442617,120.5382169
182巷口	-47609.136672741348,2659871.8552500778	24.0430664,120.5319059
182巷口	-21926.976931226571,2625512.0221678587	23.733373,120.7849248
永吉街口	45893.235350684838,2633352.9864035151	23.8036679,121.4503926
永吉街口	-43054.374136349288,2649798.9029878019	23.9522447,120.5769848
永吉街口	-57370.134908934175,2662582.535986512	24.0672179,120.4358319
永吉街口	34011.012435088487,2761281.4072180977	24.959026,121.33683
鳳鳴街口	-33279.251014174857,2681990.9663030431	24.2431515,120.6722867
鳳鳴街口	-13554.666171247513,2651389.0636090357	23.9671281,120.8668075
永和街口	-43314.27830620436,2649611.9085725588	23.9505492,120.5744368
永和街口	-57180.921450497473,2596946.3486379567	23.4745686,120.4402343
鳳鳴活動中心	33737.293122676543,2764469.7172649098	24.987817,121.334197
鳳鳴國小	33808.284679367185,2762403.0364537695	24.9691569,121.3348497
永和街174巷	51520.637414611338,2766673.7149544847	25.0072149,121.510434
永和街174巷	33786.26354058554,2762407.235452815	24.9691953,121.3346317
永和街174巷	44005.704644295329,2761199.5228475896	24.95803,121.4358084
永和街174巷	33967.633928423376,2765304.0265418021	24.9953442,121.3364992
永和街174巷	-33384.049588189519,2668911.1230177656	24.1250486,120.6715572
永和街174巷	-28561.719168085743,2667603.6556396745	24.1133377,120.7190261
永和街174巷	-46443.4321901747,2671570.0527174296	24.1487261,120.5429923
永和街174巷	-43314.27830620436,2649611.9085725588	23.9505492,120.5744368
永和街174巷	-57707.982489576927,2662599.9448522655	24.0673628,120.432509
永和街174巷	-33830.073713015248,2668146.0343790324	24.1181309,120.667187
永和街174巷	-62888.042916048951,2643912.8834969904	23.8984386,120.3823765
永和街174巷	-57180.921450497473,2596946.3486379567	23.4745686,120.4402343
永和街174巷	51547.465596833623,2766706.1708664121	25.007507,121.510701
永和街174巷	51527.823875279908,2766695.2417669483	25.007409,121.510506
永和街174巷	48325.318661247613,2769121.1140387272	25.0294154,121.4788634
永和街174巷	-61254.606866343049,2579692.6342028142	23.318623,120.4010582
永和街174巷	56229.160161959895,2768462.9730668813	25.0232008,121.5571543
鳳鳴橋頭	33014.07552989493,2758683.7971065524	24.935596,121.326895
鳳吉一街118號	33036.845533455933,2763023.5445161648	24.974776,121.327224
鶯桃路二段27號	32871.691144720877,2762750.1602508323	24.9723114,121.3255817
鶯桃路285巷41號	33699.7759684002,2761170.761690774	24.958034,121.333745
新加坡社區	31208.698066187993,2762148.3287120662	24.966913,121.309097
景文科技大學	51490.143818932971,2760523.4115332766	24.9516907,121.5099029
耕莘安康分院	50916.576509580736,2760820.3699966478	24.954391,121.504234
達觀中小學	-6587.7874784841251,2687461.8125897259	24.2928882,120.9351021
大茅埔(安祥路)	48811.412493916359,2761439.7786475979	24.9600522,121.4834087
光華新村二	36535.318658792145,2772533.7883802331	25.060556,121.362127
花市	47289.976215477851,2768237.3019584487	25.021469,121.468574
花市	-34834.904359435706,2679502.9402009221	24.220653,120.657028
消防安和分隊	52172.358625248155,2763663.908100252	24.98002,121.516777
